6.0000, 0.0000
7.0711, 7.0711
7.0000, 12.1244
0.0000, 19.0000
-12.0000, 20.7846
-30.0000, 0.0000
-18.5000, -32.0429
22.0000, -38.1051

5.9987, 0.1257
6.9591, 7.1813
6.8727, 12.1970
-0.1492, 18.9994
-12.1195, 20.7152
-29.9997, -0.1257
-18.4160, -32.0913
22.0598, -38.0705

5.9947, 0.2513
6.8455, 7.2897
6.7446, 12.2683
-0.2984, 18.9977
-12.2386, 20.6450
-29.9989, -0.2513
-18.3320, -32.1394
22.1196, -38.0358

5.9882, 0.3767
6.7301, 7.3963
6.6157, 12.3382
-0.4476, 18.9947
-12.3573, 20.5742
-29.9976, -0.3770
-18.2478, -32.1872
22.1793, -38.0010

5.9790, 0.5021
6.6131, 7.5011
6.4861, 12.4069
-0.5968, 18.9906
-12.4756, 20.5027
-29.9958, -0.5026
-18.1634, -32.2349
22.2390, -37.9661

5.9671, 0.6272
6.4945, 7.6041
6.3559, 12.4741
-0.7459, 18.9854
-12.5935, 20.4305
-29.9934, -0.6283
-18.0790, -32.2824
22.2986, -37.9312

5.9527, 0.7520
6.3742, 7.7051
6.2249, 12.5400
-0.8950, 18.9789
-12.7110, 20.3576
-29.9905, -0.7539
-17.9944, -32.3296
22.3581, -37.8961

5.9356, 0.8765
6.2524, 7.8043
6.0932, 12.6045
-1.0441, 18.9713
-12.8280, 20.2840
-29.9871, -0.8795
-17.9097, -32.3766
22.4176, -37.8609

5.9160, 1.0006
6.1291, 7.9016
5.9609, 12.6676
-1.1930, 18.9625
-12.9446, 20.2098
-29.9832, -1.0051
-17.8249, -32.4233
22.4771, -37.8257

5.8937, 1.1243
6.0042, 7.9968
5.8279, 12.7293
-1.3419, 18.9526
-13.0608, 20.1349
-29.9787, -1.1307
-17.7399, -32.4699
22.5365, -37.7903

5.8689, 1.2475
5.8779, 8.0902
5.6943, 12.7896
-1.4907, 18.9414
-13.1765, 20.0594
-29.9737, -1.2563
-17.6549, -32.5162
22.5958, -37.7549

5.8415, 1.3701
5.7501, 8.1815
5.5601, 12.8486
-1.6394, 18.9291
-13.2919, 19.9832
-29.9682, -1.3818
-17.5697, -32.5623
22.6551, -37.7193

5.8115, 1.4921
5.6208, 8.2708
5.4252, 12.9061
-1.7881, 18.9157
-13.4067, 19.9063
-29.9621, -1.5073
-17.4844, -32.6082
22.7143, -37.6837

5.7790, 1.6135
5.4902, 8.3581
5.2898, 12.9622
-1.9366, 18.9011
-13.5212, 19.8287
-29.9555, -1.6328
-17.3990, -32.6539
22.7735, -37.6480

5.7439, 1.7342
5.3583, 8.4433
5.1537, 13.0169
-2.0850, 18.8853
-13.6351, 19.7505
-29.9484, -1.7583
-17.3134, -32.6993
22.8326, -37.6121

5.7063, 1.8541
5.2250, 8.5264
5.0172, 13.0701
-2.2332, 18.8683
-13.7487, 19.6717
-29.9408, -1.8837
-17.2277, -32.7445
22.8916, -37.5762

5.6663, 1.9732
5.0904, 8.6074
4.8800, 13.1219
-2.3813, 18.8502
-13.8617, 19.5921
-29.9326, -2.0091
-17.1420, -32.7895
22.9506, -37.5402

5.6237, 2.0914
4.9546, 8.6863
4.7423, 13.1723
-2.5293, 18.8309
-13.9744, 19.5120
-29.9240, -2.1345
-17.0561, -32.8343
23.0096, -37.5041

5.5787, 2.2087
4.8175, 8.7631
4.6041, 13.2213
-2.6771, 18.8104
-14.0865, 19.4312
-29.9148, -2.2598
-16.9700, -32.8788
23.0685, -37.4679

5.5312, 2.3251
4.6793, 8.8377
4.4654, 13.2688
-2.8248, 18.7888
-14.1982, 19.3497
-29.9050, -2.3851
